EquipmentOrderId,Date,ProductName,UnitOfMeasure,Quantity,CostPerItem,Costs,Currency,EmployeeId
EO413851,2018-07-17,Paper clips (package),ST,4,4.3,17.2,EUR,E107636
EO413865,2018-07-17,Pencil,ST,4,0.2,0.8,EUR,E107795
EO413874,2018-07-17,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108039
EO413894,2018-07-17,Paper clips (package),ST,3,4.3,12.89,EUR,E108075
EO413901,2018-07-17,Paper clips (package),ST,4,4.3,17.2,EUR,E108305
EO413902,2018-07-17,Paper clips (package),ST,4,4.3,17.2,EUR,E108643
EO413907,2018-07-17,Paper clips (package),ST,4,4.3,17.2,EUR,E108746
EO413920,2018-07-18,Pen,ST,1,0.5,0.5,EUR,E107699
EO413924,2018-07-18,Paper clips (package),ST,4,4.3,17.2,EUR,E107792
EO413931,2018-07-18,Pen,ST,1,0.5,0.5,EUR,E107972
EO413942,2018-07-18,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108114
EO413949,2018-07-18,Notepad,ST,2,0.9,1.8,EUR,E108253
EO413969,2018-07-18,Pencil,ST,4,0.2,0.8,EUR,E108325
EO413978,2018-07-18,Pen,ST,1,0.5,0.5,EUR,E108536
EO413985,2018-07-18,Pen,ST,1,0.5,0.5,EUR,E108559
EO413988,2018-07-18,Printer paper,ST,1,1.9,1.9,EUR,E108580
EO413998,2018-07-19,Notepad,ST,3,0.9,2.7,EUR,E107837
EO414010,2018-07-19,Pen,ST,1,0.5,0.5,EUR,E107989
EO414019,2018-07-19,Pencil,ST,4,0.2,0.8,EUR,E108325
EO414020,2018-07-19,Pencil,ST,4,0.2,0.8,EUR,E108834
EO414040,2018-07-20,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107615
EO414056,2018-07-20,Printer paper,ST,1,1.9,1.9,EUR,E107641
EO414068,2018-07-20,Printer paper,ST,1,1.9,1.9,EUR,E107641
EO414084,2018-07-20,Pencil,ST,5,0.2,1.0,EUR,E107775
EO414104,2018-07-20,Paper clips (package),ST,3,4.3,12.89,EUR,E107859
EO414110,2018-07-20,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108011
EO414126,2018-07-20,Pen,ST,1,0.5,0.5,EUR,E108143
EO414135,2018-07-20,Notepad,ST,2,0.9,1.8,EUR,E108173
EO414145,2018-07-20,Printer paper,ST,1,1.9,1.9,EUR,E108216
EO414145,2018-07-20,Notepad,ST,3,0.9,2.7,EUR,E108445
EO414165,2018-07-20,Printer paper,ST,1,1.9,1.9,EUR,E108483
EO414185,2018-07-20,Paper clips (package),ST,3,4.3,12.89,EUR,E108543
EO414187,2018-07-20,Notepad,ST,2,0.9,1.8,EUR,E108631
EO414195,2018-07-20,Pen,ST,1,0.5,0.5,EUR,E108686
EO414202,2018-07-21,Paper clips (package),ST,3,4.3,12.89,EUR,E107637
EO414221,2018-07-21,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107793
EO414233,2018-07-21,Pencil,ST,4,0.2,0.8,EUR,E108181
EO414253,2018-07-22,Notepad,ST,2,0.9,1.8,EUR,E107792
EO414256,2018-07-22,Notepad,ST,2,0.9,1.8,EUR,E107875
EO414270,2018-07-22,Pencil,ST,4,0.2,0.8,EUR,E108252
EO414275,2018-07-22,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108331
EO414277,2018-07-22,Notepad,ST,4,0.9,3.6,EUR,E108340
EO414293,2018-07-23,Pencil,ST,4,0.2,0.8,EUR,E107683
EO414311,2018-07-23,Pencil,ST,4,0.2,0.8,EUR,E107821
EO414316,2018-07-23,Pen,ST,1,0.5,0.5,EUR,E107949
EO414335,2018-07-23,Notepad,ST,3,0.9,2.7,EUR,E108260
EO414337,2018-07-23,Notepad,ST,3,0.9,2.7,EUR,E108325
EO414349,2018-07-23,Notepad,ST,4,0.9,3.6,EUR,E108429
EO414349,2018-07-23,Notepad,ST,3,0.9,2.7,EUR,E108651
EO414349,2018-07-24,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107623
EO414352,2018-07-24,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107639
EO414360,2018-07-24,Pencil,ST,4,0.2,0.8,EUR,E107941
EO414365,2018-07-24,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108060
EO414376,2018-07-24,Paper clips (package),ST,3,4.3,12.89,EUR,E108511
EO414381,2018-07-24,Paper clips (package),ST,3,4.3,12.89,EUR,E108580
EO414387,2018-07-24,Printer paper,ST,1,1.9,1.9,EUR,E108791
EO414403,2018-07-25,Notepad,ST,3,0.9,2.7,EUR,E107665
EO414411,2018-07-25,Notepad,ST,3,0.9,2.7,EUR,E107710
EO414429,2018-07-25,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107747
EO414439,2018-07-25,Pencil,ST,3,0.2,0.6,EUR,E107758
EO414441,2018-07-25,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108119
EO414444,2018-07-25,Paper clips (package),ST,5,4.3,21.5,EUR,E108212
EO414454,2018-07-25,Paper clips (package),ST,4,4.3,17.2,EUR,E108260
EO414458,2018-07-25,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108453
EO414474,2018-07-25,Paper clips (package),ST,3,4.3,12.89,EUR,E108453
EO414484,2018-07-25,Notepad,ST,2,0.9,1.8,EUR,E108518
EO414492,2018-07-25,Pencil,ST,5,0.2,1.0,EUR,E108536
EO414501,2018-07-25,Notepad,ST,3,0.9,2.7,EUR,E108676
EO414513,2018-07-26,Paper clips (package),ST,4,4.3,17.2,EUR,E107583
EO414520,2018-07-26,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108031
EO414525,2018-07-26,Notepad,ST,3,0.9,2.7,EUR,E108152
EO414541,2018-07-26,Notepad,ST,2,0.9,1.8,EUR,E108173
EO414544,2018-07-26,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108233
EO414549,2018-07-27,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107784
EO414559,2018-07-27,Pencil,ST,5,0.2,1.0,EUR,E107903
EO414573,2018-07-27,Pencil,ST,4,0.2,0.8,EUR,E107969
EO414588,2018-07-27,Pen,ST,1,0.5,0.5,EUR,E108181
EO414605,2018-07-27,Notepad,ST,2,0.9,1.8,EUR,E108474
EO414610,2018-07-27,Notepad,ST,3,0.9,2.7,EUR,E108502
EO414620,2018-07-27,Paper clips (package),ST,3,4.3,12.89,EUR,E108713
EO414637,2018-07-27,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108840
EO414654,2018-07-27,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108898
EO414667,2018-07-28,Paper clips (package),ST,3,4.3,12.89,EUR,E107596
EO414670,2018-07-28,Notepad,ST,3,0.9,2.7,EUR,E108135
EO414675,2018-07-28,Paper clips (package),ST,3,4.3,12.89,EUR,E108181
EO414677,2018-07-28,Pencil,ST,4,0.2,0.8,EUR,E108213
EO414686,2018-07-28,Notepad,ST,3,0.9,2.7,EUR,E108317
EO414697,2018-07-28,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108775
EO414701,2018-07-28,Notepad,ST,2,0.9,1.8,EUR,E108880
EO414720,2018-07-29,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107704
EO414723,2018-07-29,Notepad,ST,3,0.9,2.7,EUR,E107704
EO414727,2018-07-29,Pencil,ST,4,0.2,0.8,EUR,E108143
EO414736,2018-07-29,Notepad,ST,3,0.9,2.7,EUR,E108435
EO414748,2018-07-29,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108783
EO414766,2018-07-30,Notepad,ST,4,0.9,3.6,EUR,E107859
EO414766,2018-07-30,Pen,ST,1,0.5,0.5,EUR,E107906
EO414772,2018-07-30,Notepad,ST,3,0.9,2.7,EUR,E107938
EO414772,2018-07-30,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107973
EO414783,2018-07-30,Paper clips (package),ST,3,4.3,12.89,EUR,E108253
EO414800,2018-07-30,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108511
EO414819,2018-07-30,Notepad,ST,3,0.9,2.7,EUR,E108587
EO414826,2018-07-31,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107666
EO414841,2018-07-31,Printer paper,ST,1,1.9,1.9,EUR,E107748
EO414851,2018-07-31,Notepad,ST,3,0.9,2.7,EUR,E107784
EO414868,2018-07-31,Paper clips (package),ST,4,4.3,17.2,EUR,E107886
EO414878,2018-07-31,Notepad,ST,2,0.9,1.8,EUR,E107965
EO414879,2018-07-31,Notepad,ST,3,0.9,2.7,EUR,E108253
EO414888,2018-07-31,Pen,ST,1,0.5,0.5,EUR,E108365
EO414894,2018-07-31,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108543
EO414900,2018-07-31,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108733
EO414915,2018-07-31,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108840
EO414929,2018-07-31,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108855
EO414929,2018-08-01,Paper clips (package),ST,4,4.3,17.2,EUR,E107805
EO414942,2018-08-01,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108152
EO414956,2018-08-01,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108462
EO414963,2018-08-01,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108474
EO414964,2018-08-01,Paper clips (package),ST,4,4.3,17.2,EUR,E108532
EO414964,2018-08-02,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107579
EO414965,2018-08-02,Notepad,ST,2,0.9,1.8,EUR,E107636
EO414974,2018-08-02,Paper clips (package),ST,3,4.3,12.89,EUR,E107666
EO414993,2018-08-02,Pencil,ST,4,0.2,0.8,EUR,E107691
EO415013,2018-08-02,Paper clips (package),ST,3,4.3,12.89,EUR,E107778
EO415021,2018-08-02,Paper clips (package),ST,4,4.3,17.2,EUR,E108039
EO415041,2018-08-02,Pencil,ST,4,0.2,0.8,EUR,E108325
EO415043,2018-08-02,Notepad,ST,3,0.9,2.7,EUR,E108340
EO415046,2018-08-02,Paper clips (package),ST,4,4.3,17.2,EUR,E108898
EO415047,2018-08-03,Pen,ST,1,0.5,0.5,EUR,E108667
EO415061,2018-08-03,Notepad,ST,2,0.9,1.8,EUR,E108707
EO415069,2018-08-03,Pencil,ST,4,0.2,0.8,EUR,E108894
EO415079,2018-08-04,Paper clips (package),ST,5,4.3,21.5,EUR,E107601
EO415093,2018-08-04,Pen,ST,1,0.5,0.5,EUR,E107763
EO415102,2018-08-04,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107821
EO415109,2018-08-04,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108181
EO415122,2018-08-04,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108213
EO415142,2018-08-04,Pencil,ST,5,0.2,1.0,EUR,E108800
EO415157,2018-08-05,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107598
EO415169,2018-08-05,Notepad,ST,2,0.9,1.8,EUR,E107623
EO415177,2018-08-05,Pencil,ST,3,0.2,0.6,EUR,E107665
EO415187,2018-08-05,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107665
EO415192,2018-08-05,Notepad,ST,3,0.9,2.7,EUR,E107673
EO415195,2018-08-05,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107741
EO415206,2018-08-05,Notepad,ST,2,0.9,1.8,EUR,E107763
EO415208,2018-08-05,Pen,ST,1,0.5,0.5,EUR,E107855
EO415212,2018-08-05,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108022
EO415219,2018-08-05,Paper clips (package),ST,4,4.3,17.2,EUR,E108185
EO415232,2018-08-05,Pencil,ST,3,0.2,0.6,EUR,E108313
EO415245,2018-08-05,Notepad,ST,4,0.9,3.6,EUR,E108365
EO415256,2018-08-05,Printer paper,ST,1,1.9,1.9,EUR,E108530
EO415268,2018-08-05,Notepad,ST,3,0.9,2.7,EUR,E108608
EO415268,2018-08-05,Paper clips (package),ST,3,4.3,12.89,EUR,E108880
EO415279,2018-08-06,Paper clips (package),ST,4,4.3,17.2,EUR,E107601
EO415286,2018-08-06,Notepad,ST,2,0.9,1.8,EUR,E107673
EO415303,2018-08-06,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107683
EO415311,2018-08-06,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108002
EO415321,2018-08-06,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108286
EO415330,2018-08-06,Pen,ST,1,0.5,0.5,EUR,E108667
EO415336,2018-08-07,Paper clips (package),ST,5,4.3,21.5,EUR,E107747
EO415355,2018-08-07,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107775
EO415363,2018-08-07,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107998
EO415369,2018-08-07,Paper clips (package),ST,3,4.3,12.89,EUR,E108042
EO415373,2018-08-07,Paper clips (package),ST,5,4.3,21.5,EUR,E108212
EO415382,2018-08-07,Pencil,ST,4,0.2,0.8,EUR,E108226
EO415382,2018-08-07,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108262
EO415399,2018-08-07,Paper clips (package),ST,3,4.3,12.89,EUR,E108487
EO415405,2018-08-07,Notepad,ST,2,0.9,1.8,EUR,E108597
EO415424,2018-08-07,Pencil,ST,5,0.2,1.0,EUR,E108631
EO415427,2018-08-07,Pen,ST,1,0.5,0.5,EUR,E108758
EO415427,2018-08-08,Notepad,ST,3,0.9,2.7,EUR,E107559
EO415441,2018-08-08,Pencil,ST,4,0.2,0.8,EUR,E107855
EO415454,2018-08-08,Printer paper,ST,1,1.9,1.9,EUR,E108427
EO415462,2018-08-09,Pen,ST,1,0.5,0.5,EUR,E107567
EO415472,2018-08-09,Notepad,ST,2,0.9,1.8,EUR,E107609
EO415491,2018-08-09,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107704
EO415496,2018-08-09,Pen,ST,1,0.5,0.5,EUR,E107792
EO415513,2018-08-09,Notepad,ST,3,0.9,2.7,EUR,E108689
EO415516,2018-08-09,Printer paper,ST,1,1.9,1.9,EUR,E108800
EO415518,2018-08-10,Notepad,ST,3,0.9,2.7,EUR,E107639
EO415531,2018-08-10,Pen,ST,1,0.5,0.5,EUR,E108325
EO415540,2018-08-10,Paper clips (package),ST,3,4.3,12.89,EUR,E108447
EO415546,2018-08-10,Pencil,ST,4,0.2,0.8,EUR,E108467
EO415563,2018-08-10,Notepad,ST,2,0.9,1.8,EUR,E108523
EO415566,2018-08-10,Printer paper,ST,1,1.9,1.9,EUR,E108614
EO415579,2018-08-10,Paper clips (package),ST,4,4.3,17.2,EUR,E108723
EO415583,2018-08-10,Pencil,ST,2,0.2,0.4,EUR,E108880
EO415589,2018-08-10,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108919
EO415593,2018-08-10,Notepad,ST,2,0.9,1.8,EUR,E108919
EO415595,2018-08-11,Pen,ST,1,0.5,0.5,EUR,E107639
EO415603,2018-08-11,Printer paper,ST,1,1.9,1.9,EUR,E107683
EO415614,2018-08-11,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107836
EO415615,2018-08-11,Printer paper,ST,1,1.9,1.9,EUR,E108165
EO415629,2018-08-11,Printer paper,ST,1,1.9,1.9,EUR,E108260
EO415636,2018-08-11,Printer paper,ST,1,1.9,1.9,EUR,E108331
EO415641,2018-08-11,Pencil,ST,4,0.2,0.8,EUR,E108395
EO415641,2018-08-11,Pen,ST,1,0.5,0.5,EUR,E108865
EO415645,2018-08-12,Paper clips (package),ST,5,4.3,21.5,EUR,E107559
EO415649,2018-08-12,Pen,ST,1,0.5,0.5,EUR,E107575
EO415659,2018-08-12,Printer paper,ST,1,1.9,1.9,EUR,E107806
EO415666,2018-08-12,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107836
EO415671,2018-08-12,Printer paper,ST,1,1.9,1.9,EUR,E108081
EO415685,2018-08-12,Pencil,ST,3,0.2,0.6,EUR,E108095
EO415698,2018-08-12,Notepad,ST,2,0.9,1.8,EUR,E108270
EO415702,2018-08-12,Pencil,ST,4,0.2,0.8,EUR,E108580
EO415713,2018-08-13,Notepad,ST,2,0.9,1.8,EUR,E107704
EO415727,2018-08-13,Printer paper,ST,1,1.9,1.9,EUR,E108087
EO415741,2018-08-13,Paper clips (package),ST,3,4.3,12.89,EUR,E108252
EO415748,2018-08-13,Notepad,ST,2,0.9,1.8,EUR,E108252
EO415767,2018-08-13,Paper clips (package),ST,3,4.3,12.89,EUR,E108429
EO415787,2018-08-13,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108655
EO415800,2018-08-13,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108919
EO415802,2018-08-14,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107673
EO415808,2018-08-14,Pen,ST,1,0.5,0.5,EUR,E107906
EO415808,2018-08-14,Paper clips (package),ST,3,4.3,12.89,EUR,E108245
EO415816,2018-08-14,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108331
EO415827,2018-08-14,Pencil,ST,4,0.2,0.8,EUR,E108746
EO415838,2018-08-14,Notepad,ST,4,0.9,3.6,EUR,E108873
EO415841,2018-08-14,Paper clips (package),ST,2,4.3,8.6,EUR,E108880
EO415860,2018-08-15,Paper clips (package),ST,4,4.3,17.2,EUR,E107747
EO415872,2018-08-15,Notepad,ST,3,0.9,2.7,EUR,E107837
EO415875,2018-08-15,Paper clips (package),ST,5,4.3,21.5,EUR,E108109
EO415877,2018-08-15,Pencil,ST,4,0.2,0.8,EUR,E108119
EO415886,2018-08-15,Pen,ST,1,0.5,0.5,EUR,E108331
EO415896,2018-08-15,Notepad,ST,3,0.9,2.7,EUR,E108379
EO415911,2018-08-15,Printer paper,ST,1,1.9,1.9,EUR,E108850
EO415928,2018-08-16,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107639
EO415931,2018-08-16,Pencil,ST,4,0.2,0.8,EUR,E108277
EO415951,2018-08-16,Pencil,ST,4,0.2,0.8,EUR,E108587
EO415960,2018-08-16,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108651
EO415980,2018-08-17,Pencil,ST,4,0.2,0.8,EUR,E107583
EO415998,2018-08-17,Printer paper,ST,1,1.9,1.9,EUR,E107652
EO416016,2018-08-17,Pencil,ST,3,0.2,0.6,EUR,E107941
EO416030,2018-08-17,Pencil,ST,4,0.2,0.8,EUR,E108114
EO416048,2018-08-17,Pencil,ST,3,0.2,0.6,EUR,E108474
EO416050,2018-08-17,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108477
EO416050,2018-08-17,Notepad,ST,2,0.9,1.8,EUR,E108543
EO416058,2018-08-17,Paper clips (package),ST,5,4.3,21.5,EUR,E108686
EO416076,2018-08-17,Printer paper,ST,1,1.9,1.9,EUR,E108873
EO416080,2018-08-18,Pen,ST,1,0.5,0.5,EUR,E107859
EO416086,2018-08-18,Notepad,ST,3,0.9,2.7,EUR,E107941
EO416102,2018-08-18,Paper clips (package),ST,4,4.3,17.2,EUR,E108011
EO416103,2018-08-18,Printer paper,ST,1,1.9,1.9,EUR,E108109
EO416107,2018-08-18,Paper clips (package),ST,4,4.3,17.2,EUR,E108185
EO416114,2018-08-18,Printer paper,ST,1,1.9,1.9,EUR,E108248
EO416133,2018-08-18,Paper clips (package),ST,5,4.3,21.5,EUR,E108286
EO416149,2018-08-18,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108370
EO416152,2018-08-18,Paper clips (package),ST,4,4.3,17.2,EUR,E108523
EO416159,2018-08-19,Printer paper,ST,1,1.9,1.9,EUR,E107550
EO416178,2018-08-19,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107949
EO416192,2018-08-19,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108119
EO416200,2018-08-19,Pen,ST,1,0.5,0.5,EUR,E108173
EO416218,2018-08-19,Printer paper,ST,1,1.9,1.9,EUR,E108252
EO416236,2018-08-19,Notepad,ST,3,0.9,2.7,EUR,E108292
EO416238,2018-08-19,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108551
EO416239,2018-08-19,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108752
EO416253,2018-08-19,Paper clips (package),ST,3,4.3,12.89,EUR,E108757
EO416265,2018-08-20,Notepad,ST,4,0.9,3.6,EUR,E107592
EO416284,2018-08-20,Printer paper,ST,1,1.9,1.9,EUR,E107681
EO416285,2018-08-20,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107728
EO416303,2018-08-20,Printer paper,ST,1,1.9,1.9,EUR,E108252
EO416323,2018-08-20,Printer paper,ST,1,1.9,1.9,EUR,E108352
EO416341,2018-08-20,Paper clips (package),ST,5,4.3,21.5,EUR,E108518
EO416347,2018-08-20,Printer paper,ST,1,1.9,1.9,EUR,E108530
EO416353,2018-08-20,Pencil,ST,3,0.2,0.6,EUR,E108707
EO416356,2018-08-21,Paper clips (package),ST,4,4.3,17.2,EUR,E107665
EO416375,2018-08-21,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107758
EO416384,2018-08-21,Pencil,ST,5,0.2,1.0,EUR,E107795
EO416395,2018-08-21,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107973
EO416397,2018-08-21,Paper clips (package),ST,4,4.3,17.2,EUR,E108101
EO416400,2018-08-21,Pencil,ST,5,0.2,1.0,EUR,E108587
EO416401,2018-08-21,Printer paper,ST,1,1.9,1.9,EUR,E108597
EO416414,2018-08-22,Pencil,ST,4,0.2,0.8,EUR,E107639
EO416427,2018-08-22,Paper clips (package),ST,5,4.3,21.5,EUR,E107704
EO416441,2018-08-22,Pen,ST,1,0.5,0.5,EUR,E107758
EO416446,2018-08-22,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108313
EO416446,2018-08-22,Printer paper,ST,1,1.9,1.9,EUR,E108331
EO416460,2018-08-22,Printer paper,ST,1,1.9,1.9,EUR,E108429
EO416476,2018-08-23,Pencil,ST,3,0.2,0.6,EUR,E107583
EO416488,2018-08-23,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107637
EO416501,2018-08-23,Paper clips (package),ST,4,4.3,17.2,EUR,E107875
EO416506,2018-08-23,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108435
EO416523,2018-08-23,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108523
EO416539,2018-08-23,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108752
EO416546,2018-08-24,Pencil,ST,4,0.2,0.8,EUR,E107636
EO416559,2018-08-24,Paper clips (package),ST,4,4.3,17.2,EUR,E107859
EO416565,2018-08-24,Pencil,ST,5,0.2,1.0,EUR,E107869
EO416580,2018-08-24,Pen,ST,1,0.5,0.5,EUR,E107965
EO416590,2018-08-24,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107973
EO416592,2018-08-24,Printer paper,ST,1,1.9,1.9,EUR,E108641
EO416611,2018-08-25,Paper clips (package),ST,4,4.3,17.2,EUR,E107814
EO416630,2018-08-25,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107821
EO416649,2018-08-25,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107859
EO416661,2018-08-25,Printer paper,ST,1,1.9,1.9,EUR,E107859
EO416671,2018-08-25,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108050
EO416684,2018-08-25,Paper clips (package),ST,4,4.3,17.2,EUR,E108233
EO416693,2018-08-25,Printer paper,ST,1,1.9,1.9,EUR,E108423
EO416696,2018-08-25,Notepad,ST,4,0.9,3.6,EUR,E108614
EO416704,2018-08-25,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108631
EO416706,2018-08-25,Pencil,ST,4,0.2,0.8,EUR,E108699
EO416713,2018-08-25,Printer paper,ST,1,1.9,1.9,EUR,E108714
EO416713,2018-08-26,Paper clips (package),ST,4,4.3,17.2,EUR,E107830
EO416733,2018-08-26,Notepad,ST,3,0.9,2.7,EUR,E107896
EO416743,2018-08-26,Notepad,ST,4,0.9,3.6,EUR,E108022
EO416760,2018-08-26,Notepad,ST,3,0.9,2.7,EUR,E108352
EO416780,2018-08-26,Pen,ST,1,0.5,0.5,EUR,E108894
EO416782,2018-08-27,Pencil,ST,4,0.2,0.8,EUR,E108031
EO416796,2018-08-27,Pencil,ST,5,0.2,1.0,EUR,E108543
EO416812,2018-08-27,Paper clips (package),ST,3,4.3,12.89,EUR,E108655
EO416817,2018-08-27,Notepad,ST,3,0.9,2.7,EUR,E108783
EO416833,2018-08-27,Paper clips (package),ST,3,4.3,12.89,EUR,E108791
EO416847,2018-08-27,Pen,ST,1,0.5,0.5,EUR,E108934
EO416862,2018-08-28,Pencil,ST,4,0.2,0.8,EUR,E107543
EO416866,2018-08-28,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107632
EO416875,2018-08-28,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107758
EO416881,2018-08-28,Paper clips (package),ST,5,4.3,21.5,EUR,E107784
EO416881,2018-08-28,Pencil,ST,4,0.2,0.8,EUR,E108152
EO416892,2018-08-28,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108226
EO416893,2018-08-28,Notepad,ST,2,0.9,1.8,EUR,E108427
EO416896,2018-08-28,Notepad,ST,2,0.9,1.8,EUR,E108447
EO416899,2018-08-28,Paper clips (package),ST,4,4.3,17.2,EUR,E108453
EO416914,2018-08-28,Notepad,ST,3,0.9,2.7,EUR,E108483
EO416929,2018-08-28,Paper clips (package),ST,4,4.3,17.2,EUR,E108536
EO416945,2018-08-28,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108580
EO416950,2018-08-29,Pencil,ST,3,0.2,0.6,EUR,E108016
EO416961,2018-08-29,Paper clips (package),ST,4,4.3,17.2,EUR,E108119
EO416965,2018-08-29,Notepad,ST,4,0.9,3.6,EUR,E108292
EO416981,2018-08-29,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108746
EO416992,2018-08-29,Printer paper,ST,1,1.9,1.9,EUR,E108934
EO416995,2018-08-30,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107736
EO416999,2018-08-30,Pencil,ST,5,0.2,1.0,EUR,E107859
EO417010,2018-08-30,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108733
EO417015,2018-08-31,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107636
EO417021,2018-08-31,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107672
EO417021,2018-08-31,Pencil,ST,3,0.2,0.6,EUR,E107767
EO417023,2018-08-31,Paper clips (package),ST,5,4.3,21.5,EUR,E107918
EO417038,2018-08-31,Pen,ST,1,0.5,0.5,EUR,E108016
EO417050,2018-08-31,Paper clips (package),ST,3,4.3,12.89,EUR,E108254
EO417052,2018-08-31,Paper clips (package),ST,4,4.3,17.2,EUR,E108643
EO417058,2018-08-31,Notepad,ST,2,0.9,1.8,EUR,E108645
EO417062,2018-08-31,Notepad,ST,2,0.9,1.8,EUR,E108714
EO417063,2018-08-31,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108752
EO417074,2018-09-01,Notepad,ST,3,0.9,2.7,EUR,E107636
EO417089,2018-09-01,Paper clips (package),ST,4,4.3,17.2,EUR,E107665
EO417104,2018-09-01,Printer paper,ST,1,1.9,1.9,EUR,E107736
EO417118,2018-09-01,Notepad,ST,3,0.9,2.7,EUR,E107855
EO417129,2018-09-01,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108429
EO417138,2018-09-01,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108631
EO417139,2018-09-01,Paper clips (package),ST,3,4.3,12.89,EUR,E108651
EO417155,2018-09-01,Pencil,ST,3,0.2,0.6,EUR,E108757
EO417155,2018-09-02,Paper clips (package),ST,4,4.3,17.2,EUR,E107758
EO417155,2018-09-02,Pencil,ST,3,0.2,0.6,EUR,E108016
EO417158,2018-09-02,Printer paper,ST,1,1.9,1.9,EUR,E108152
